TRANSACTION_ID;TX_DATETIME;CUSTOMER_ID;TERMINAL_ID;TX_AMOUNT;TX_TIME_SECONDS;TX_TIME_DAYS;TX_FRAUD;TX_FRAUD_SCENARIO
139;2018-04-01 04:34:54;322;466;41.56;16494;0;0;0
140;2018-04-01 04:37:03;69;200;60.86;16623;0;0;0
141;2018-04-01 04:37:31;679;314;49.37;16651;0;0;0
142;2018-04-01 04:40:02;120;466;23.42;16802;0;0;0
143;2018-04-01 04:42:49;681;407;52.95;16969;0;0;0
144;2018-04-01 04:43:00;139;445;70.87;16980;0;0;0
145;2018-04-01 04:43:00;880;28;68.89;16980;0;0;0
146;2018-04-01 04:43:14;303;167;55.83;16994;0;0;0
147;2018-04-01 04:46:53;605;371;27.71;17213;0;0;0
148;2018-04-01 04:47:00;349;456;129.55;17220;0;0;0
149;2018-04-01 04:47:24;157;388;14.93;17244;0;0;0
150;2018-04-01 04:48:19;951;369;17.11;17299;0;0;0
151;2018-04-01 04:49:17;167;173;24.29;17357;0;0;0
152;2018-04-01 04:49:26;67;83;72.81;17366;0;0;0
153;2018-04-01 04:50:20;635;303;35.82;17420;0;0;0
154;2018-04-01 04:51:07;212;321;58.71;17467;0;0;0
155;2018-04-01 04:54:55;140;28;116.7;17695;0;0;0
156;2018-04-01 04:55:18;541;171;14.76;17718;0;0;0
157;2018-04-01 04:57:04;390;282;10.27;17824;0;0;0
158;2018-04-01 04:57:54;650;205;81.56;17874;0;0;0
159;2018-04-01 04:58:10;778;142;27.36;17890;0;0;0
160;2018-04-01 05:01:56;959;241;27.54;18116;0;0;0
161;2018-04-01 05:02:58;768;47;91.79;18178;0;0;0
162;2018-04-01 05:04:21;25;411;11.32;18261;0;0;0
163;2018-04-01 05:05:03;22;99;19.85;18303;0;0;0
164;2018-04-01 05:05:50;632;74;28.15;18350;0;0;0
165;2018-04-01 05:07:09;738;212;17.83;18429;0;0;0
166;2018-04-01 05:07:37;870;265;106.67;18457;0;0;0
167;2018-04-01 05:08:05;912;169;86.42;18485;0;0;0
168;2018-04-01 05:09:52;630;388;114.3;18592;0;0;0
169;2018-04-01 05:10:17;354;106;9.21;18617;0;0;0
170;2018-04-01 05:12:01;789;5;83.75;18721;0;0;0
171;2018-04-01 05:12:10;412;317;31.76;18730;0;0;0
172;2018-04-01 05:13:21;925;66;74.64;18801;0;0;0
173;2018-04-01 05:13:32;840;290;31.06;18812;0;0;0
174;2018-04-01 05:14:01;318;442;151.11;18841;0;0;0
175;2018-04-01 05:15:50;329;226;48.95;18950;0;0;0
176;2018-04-01 05:18:57;802;244;67.08;19137;0;0;0
177;2018-04-01 05:19:13;656;433;54.9;19153;0;0;0
178;2018-04-01 05:20:20;312;447;67.41;19220;0;0;0
179;2018-04-01 05:22:02;81;355;107.43;19322;0;0;0
180;2018-04-01 05:22:31;493;375;3.04;19351;0;0;0
181;2018-04-01 05:22:46;152;483;20.26;19366;0;0;0
182;2018-04-01 05:22:46;625;366;30.23;19366;0;0;0
183;2018-04-01 05:23:25;771;413;14.9;19405;0;0;0
184;2018-04-01 05:24:21;383;218;40.85;19461;0;0;0
185;2018-04-01 05:24:27;98;374;1.0;19467;0;0;0
186;2018-04-01 05:24:52;271;393;13.55;19492;0;0;0
187;2018-04-01 05:25:26;462;418;20.98;19526;0;0;0
188;2018-04-01 05:25:47;924;461;80.58;19547;0;0;0
189;2018-04-01 05:27:57;213;7;183.17;19677;0;0;0
190;2018-04-01 05:28:34;255;225;52.18;19714;0;0;0
191;2018-04-01 05:28:35;714;58;77.71;19715;0;0;0
192;2018-04-01 05:29:59;144;14;71.77;19799;0;0;0
193;2018-04-01 05:30:27;890;351;161.88;19827;0;0;0
194;2018-04-01 05:31:21;122;34;52.13;19881;0;0;0
195;2018-04-01 05:33:16;690;225;69.3;19996;0;0;0
196;2018-04-01 05:34:10;724;264;70.62;20050;0;0;0
197;2018-04-01 05:34:23;4;372;92.78;20063;0;0;0
198;2018-04-01 05:34:30;826;121;100.64;20070;0;0;0
199;2018-04-01 05:34:35;515;395;62.46;20075;0;0;0
200;2018-04-01 05:35:24;488;46;21.67;20124;0;0;0
201;2018-04-01 05:35:26;155;354;63.52;20126;0;0;0
202;2018-04-01 05:35:51;515;395;72.15;20151;0;0;0
203;2018-04-01 05:35:51;694;273;27.19;20151;0;0;0
204;2018-04-01 05:36:05;833;488;19.94;20165;0;0;0
205;2018-04-01 05:36:35;64;128;202.06;20195;0;0;0
206;2018-04-01 05:37:16;437;231;95.42;20236;0;0;0
207;2018-04-01 05:37:28;859;290;23.5;20248;0;0;0
208;2018-04-01 05:37:44;477;425;15.14;20264;0;0;0
209;2018-04-01 05:38:09;81;445;74.98;20289;0;0;0
210;2018-04-01 05:38:10;865;462;35.95;20290;0;0;0
211;2018-04-01 05:38:58;833;488;40.87;20338;0;0;0
212;2018-04-01 05:39:05;452;197;67.81;20345;0;0;0
213;2018-04-01 05:39:11;770;318;124.37;20351;0;0;0
214;2018-04-01 05:39:13;134;241;48.95;20353;0;0;0
215;2018-04-01 05:39:28;188;100;53.29;20368;0;0;0
216;2018-04-01 05:41:11;720;88;123.08;20471;0;0;0
217;2018-04-01 05:42:54;183;47;71.08;20574;0;0;0
218;2018-04-01 05:44:37;912;260;84.02;20677;0;0;0
219;2018-04-01 05:44:42;333;447;18.6;20682;0;0;0
220;2018-04-01 05:44:48;301;351;76.03;20688;0;0;0
221;2018-04-01 05:46:07;803;22;78.77;20767;0;0;0
222;2018-04-01 05:46:20;497;401;20.09;20780;0;0;0
223;2018-04-01 05:46:46;638;12;66.16;20806;0;0;0
224;2018-04-01 05:48:31;206;302;30.82;20911;0;0;0
225;2018-04-01 05:48:39;400;235;26.82;20919;0;0;0
226;2018-04-01 05:50:15;563;437;25.06;21015;0;0;0
227;2018-04-01 05:51:21;1;431;8.04;21081;0;0;0
228;2018-04-01 05:51:46;791;93;62.82;21106;0;0;0
229;2018-04-01 05:52:07;134;241;69.6;21127;0;0;0
230;2018-04-01 05:52:15;579;306;58.22;21135;0;0;0
231;2018-04-01 05:52:41;447;407;106.35;21161;0;0;0
232;2018-04-01 05:52:44;640;18;54.14;21164;0;0;0
233;2018-04-01 05:54:07;736;10;31.58;21247;0;0;0
234;2018-04-01 05:54:27;604;229;31.27;21267;0;0;0
235;2018-04-01 05:54:41;356;176;60.93;21281;0;0;0
236;2018-04-01 05:56:18;186;426;45.49;21378;0;0;0
237;2018-04-01 05:57:52;634;193;46.74;21472;0;0;0
238;2018-04-01 05:57:53;332;451;29.44;21473;0;0;0
239;2018-04-01 05:58:33;349;259;106.9;21513;0;0;0
240;2018-04-01 05:58:56;302;230;9.51;21536;0;0;0
241;2018-04-01 05:59:48;83;25;81.39;21588;0;0;0
242;2018-04-01 06:01:11;632;262;30.16;21671;0;0;0
243;2018-04-01 06:02:43;515;309;52.9;21763;0;0;0
244;2018-04-01 06:02:44;774;206;46.3;21764;0;0;0
245;2018-04-01 06:03:34;467;484;141.51;21814;0;0;0
246;2018-04-01 06:04:06;841;441;55.89;21846;0;0;0
247;2018-04-01 06:04:32;283;447;80.67;21872;0;0;0
248;2018-04-01 06:04:36;841;273;72.91;21876;0;0;0
249;2018-04-01 06:05:30;369;184;40.76;21930;0;0;0
250;2018-04-01 06:05:50;369;258;75.23;21950;0;0;0
251;2018-04-01 06:07:00;789;378;56.07;22020;0;0;0
252;2018-04-01 06:07:01;428;372;18.17;22021;0;0;0
253;2018-04-01 06:08:23;571;498;52.94;22103;0;0;0
254;2018-04-01 06:09:35;134;241;61.88;22175;0;0;0
255;2018-04-01 06:11:21;162;363;27.48;22281;0;0;0
256;2018-04-01 06:11:25;130;424;8.48;22285;0;0;0
257;2018-04-01 06:12:17;213;25;77.05;22337;0;0;0
258;2018-04-01 06:12:39;924;165;52.85;22359;0;0;0
259;2018-04-01 06:14:07;56;302;91.18;22447;0;0;0
260;2018-04-01 06:15:10;80;180;13.67;22510;0;0;0
261;2018-04-01 06:15:21;559;26;9.78;22521;0;0;0
262;2018-04-01 06:15:46;410;418;54.62;22546;0;0;0
263;2018-04-01 06:15:53;204;138;91.29;22553;0;0;0
264;2018-04-01 06:17:09;276;200;54.71;22629;0;0;0
265;2018-04-01 06:17:41;108;489;60.15;22661;0;0;0
266;2018-04-01 06:17:42;194;236;6.66;22662;0;0;0
267;2018-04-01 06:17:45;209;218;49.82;22665;0;0;0
268;2018-04-01 06:17:47;608;266;30.92;22667;0;0;0
269;2018-04-01 06:18:53;573;396;56.47;22733;0;0;0
270;2018-04-01 06:18:54;569;352;132.07;22734;0;0;0
271;2018-04-01 06:19:55;680;271;55.69;22795;0;0;0
272;2018-04-01 06:22:52;862;196;151.88;22972;0;0;0
273;2018-04-01 06:23:24;599;138;197.09;23004;0;0;0
274;2018-04-01 06:24:01;209;218;1.73;23041;0;0;0
275;2018-04-01 06:24:11;423;35;18.33;23051;0;0;0
276;2018-04-01 06:24:12;620;280;48.67;23052;0;0;0
277;2018-04-01 06:24:15;139;138;37.24;23055;0;0;0
278;2018-04-01 06:24:17;376;428;133.32;23057;0;0;0
279;2018-04-01 06:24:31;800;235;63.02;23071;0;0;0
280;2018-04-01 06:25:31;967;219;74.25;23131;0;0;0
281;2018-04-01 06:25:33;884;279;23.56;23133;0;0;0
282;2018-04-01 06:27:18;962;165;18.22;23238;0;0;0
283;2018-04-01 06:28:24;444;319;8.45;23304;0;0;0
284;2018-04-01 06:28:58;376;428;128.74;23338;0;0;0
285;2018-04-01 06:29:44;776;268;88.32;23384;0;0;0
286;2018-04-01 06:30:33;149;102;63.51;23433;0;0;0
287;2018-04-01 06:30:52;226;140;25.85;23452;0;0;0
288;2018-04-01 06:31:20;472;489;48.56;23480;0;0;0
289;2018-04-01 06:31:49;83;25;37.92;23509;0;0;0
290;2018-04-01 06:31:54;695;420;83.55;23514;0;0;0
291;2018-04-01 06:33:41;169;383;5.37;23621;0;0;0
292;2018-04-01 06:34:06;960;37;108.53;23646;0;0;0
293;2018-04-01 06:35:11;67;194;69.62;23711;0;0;0
294;2018-04-01 06:37:02;655;118;51.3;23822;0;0;0
295;2018-04-01 06:37:26;270;214;4.99;23846;0;0;0
296;2018-04-01 06:37:41;372;135;48.65;23861;0;0;0
297;2018-04-01 06:37:44;159;210;75.4;23864;0;0;0
298;2018-04-01 06:38:05;856;416;82.26;23885;0;0;0
299;2018-04-01 06:40:11;706;273;74.24;24011;0;0;0
300;2018-04-01 06:40:15;987;468;68.9;24015;0;0;0
301;2018-04-01 06:40:45;990;181;19.58;24045;0;0;0
302;2018-04-01 06:42:38;315;374;44.09;24158;0;0;0
303;2018-04-01 06:42:41;898;90;12.99;24161;0;1;2
304;2018-04-01 06:44:04;873;387;13.53;24244;0;0;0
305;2018-04-01 06:44:44;893;154;26.55;24284;0;0;0
306;2018-04-01 06:45:01;698;363;40.57;24301;0;0;0
307;2018-04-01 06:45:08;171;172;94.29;24308;0;0;0
308;2018-04-01 06:45:10;68;391;29.71;24310;0;0;0
309;2018-04-01 06:45:19;557;261;68.12;24319;0;0;0
310;2018-04-01 06:45:51;308;298;6.03;24351;0;0;0
311;2018-04-01 06:46:52;386;424;77.16;24412;0;0;0
312;2018-04-01 06:48:20;359;360;64.35;24500;0;0;0
313;2018-04-01 06:49:21;343;218;36.31;24561;0;0;0
314;2018-04-01 06:49:52;531;228;36.05;24592;0;0;0
315;2018-04-01 06:50:50;23;310;20.74;24650;0;0;0
316;2018-04-01 06:52:12;832;340;59.84;24732;0;0;0
317;2018-04-01 06:52:14;202;69;43.6;24734;0;0;0
318;2018-04-01 06:52:28;646;145;41.41;24748;0;0;0
319;2018-04-01 06:52:58;388;373;16.7;24778;0;0;0
320;2018-04-01 06:53:47;331;171;125.52;24827;0;0;0
321;2018-04-01 06:54:28;37;337;39.03;24868;0;0;0
322;2018-04-01 06:54:45;733;466;113.04;24885;0;0;0
323;2018-04-01 06:54:46;723;56;88.61;24886;0;0;0
324;2018-04-01 06:55:13;161;325;93.85;24913;0;0;0
325;2018-04-01 06:55:58;427;391;35.77;24958;0;0;0
326;2018-04-01 06:57:01;188;16;29.95;25021;0;0;0
327;2018-04-01 06:57:16;23;165;40.75;25036;0;0;0
328;2018-04-01 06:58:51;460;337;17.85;25131;0;0;0
329;2018-04-01 06:59:28;775;332;36.93;25168;0;0;0
330;2018-04-01 07:00:09;401;274;70.03;25209;0;0;0
331;2018-04-01 07:00:13;669;235;24.89;25213;0;0;0
332;2018-04-01 07:00:42;768;389;127.19;25242;0;0;0
333;2018-04-01 07:00:55;160;494;125.62;25255;0;0;0
334;2018-04-01 07:01:13;411;10;46.1;25273;0;0;0
335;2018-04-01 07:02:01;948;450;4.7;25321;0;0;0
336;2018-04-01 07:02:43;705;384;36.26;25363;0;0;0
337;2018-04-01 07:02:43;53;404;5.67;25363;0;0;0
338;2018-04-01 07:04:25;978;70;40.03;25465;0;0;0
339;2018-04-01 07:04:40;781;76;52.16;25480;0;0;0
340;2018-04-01 07:05:10;672;207;40.65;25510;0;0;0
341;2018-04-01 07:06:48;379;341;52.76;25608;0;0;0
342;2018-04-01 07:06:56;547;164;72.28;25616;0;0;0
343;2018-04-01 07:07:44;509;448;170.27;25664;0;0;0
344;2018-04-01 07:08:07;921;32;19.82;25687;0;0;0
345;2018-04-01 07:08:50;676;16;29.05;25730;0;0;0
346;2018-04-01 07:09:27;284;20;39.69;25767;0;0;0
347;2018-04-01 07:09:39;544;17;53.39;25779;0;0;0
348;2018-04-01 07:09:44;888;88;42.62;25784;0;0;0
349;2018-04-01 07:09:52;679;84;18.17;25792;0;0;0
350;2018-04-01 07:10:42;717;253;19.0;25842;0;0;0
351;2018-04-01 07:12:52;37;54;28.51;25972;0;0;0
352;2018-04-01 07:14:25;933;138;95.62;26065;0;0;0
353;2018-04-01 07:14:35;131;405;60.98;26075;0;0;0
354;2018-04-01 07:14:36;389;187;96.55;26076;0;0;0
355;2018-04-01 07:16:21;515;134;27.07;26181;0;0;0
356;2018-04-01 07:16:45;968;26;150.4;26205;0;0;0
357;2018-04-01 07:19:05;0;241;123.59;26345;0;0;0
358;2018-04-01 07:19:22;407;432;30.73;26362;0;0;0
359;2018-04-01 07:19:42;960;440;119.79;26382;0;0;0
360;2018-04-01 07:19:58;69;200;103.2;26398;0;0;0
361;2018-04-01 07:20:55;705;384;21.04;26455;0;0;0
362;2018-04-01 07:21:26;830;309;61.51;26486;0;0;0
363;2018-04-01 07:22:04;811;59;31.17;26524;0;0;0
364;2018-04-01 07:22:06;65;323;4.78;26526;0;0;0
365;2018-04-01 07:22:48;74;320;95.15;26568;0;0;0
366;2018-04-01 07:24:01;365;261;72.96;26641;0;0;0
367;2018-04-01 07:24:08;188;100;10.31;26648;0;0;0
368;2018-04-01 07:26:03;741;476;18.91;26763;0;0;0
369;2018-04-01 07:26:22;154;29;14.88;26782;0;0;0
370;2018-04-01 07:26:57;465;218;32.76;26817;0;0;0
371;2018-04-01 07:27:15;264;499;81.91;26835;0;0;0
372;2018-04-01 07:27:35;465;218;60.41;26855;0;0;0
373;2018-04-01 07:28:08;32;88;69.86;26888;0;0;0
374;2018-04-01 07:29:51;705;384;28.75;26991;0;0;0
375;2018-04-01 07:30:04;58;443;24.62;27004;0;0;0
376;2018-04-01 07:30:37;483;247;19.86;27037;0;0;0
377;2018-04-01 07:30:56;960;440;42.07;27056;0;0;0
378;2018-04-01 07:32:02;371;124;53.69;27122;0;0;0
379;2018-04-01 07:32:29;193;416;83.4;27149;0;0;0
380;2018-04-01 07:32:36;793;423;16.9;27156;0;0;0
381;2018-04-01 07:32:36;1;160;36.12;27156;0;0;0
382;2018-04-01 07:32:39;35;51;63.17;27159;0;0;0
383;2018-04-01 07:34:16;249;485;14.64;27256;0;0;0
384;2018-04-01 07:34:19;830;134;93.3;27259;0;0;0
385;2018-04-01 07:34:22;999;119;7.44;27262;0;0;0
386;2018-04-01 07:34:25;701;261;23.93;27265;0;0;0
387;2018-04-01 07:35:14;26;403;80.31;27314;0;0;0
388;2018-04-01 07:35:46;131;405;32.13;27346;0;0;0
389;2018-04-01 07:35:58;315;374;53.19;27358;0;0;0
390;2018-04-01 07:36:05;164;436;38.25;27365;0;0;0
391;2018-04-01 07:36:45;249;245;24.16;27405;0;0;0
392;2018-04-01 07:36:53;833;321;36.65;27413;0;0;0
393;2018-04-01 07:37:11;689;71;185.81;27431;0;0;0
394;2018-04-01 07:37:21;340;458;26.9;27441;0;0;0
395;2018-04-01 07:37:46;825;156;47.85;27466;0;0;0
396;2018-04-01 07:37:57;271;267;18.49;27477;0;0;0
397;2018-04-01 07:38:03;815;40;4.14;27483;0;0;0
398;2018-04-01 07:39:08;228;370;100.46;27548;0;0;0
399;2018-04-01 07:39:53;212;275;70.34;27593;0;0;0
400;2018-04-01 07:40:55;439;226;9.04;27655;0;0;0
401;2018-04-01 07:41:20;925;66;13.38;27680;0;0;0
402;2018-04-01 07:41:47;900;450;54.72;27707;0;0;0
403;2018-04-01 07:42:28;314;336;101.5;27748;0;0;0
404;2018-04-01 07:42:54;918;412;6.61;27774;0;0;0
405;2018-04-01 07:43:26;174;82;55.04;27806;0;0;0
406;2018-04-01 07:44:55;171;163;111.69;27895;0;0;0
407;2018-04-01 07:45:06;894;287;3.32;27906;0;0;0
408;2018-04-01 07:45:53;526;137;78.47;27953;0;0;0
409;2018-04-01 07:46:05;862;196;77.12;27965;0;0;0
410;2018-04-01 07:46:39;838;237;6.5;27999;0;0;0
411;2018-04-01 07:47:43;254;324;81.05;28063;0;0;0
412;2018-04-01 07:48:51;38;225;29.12;28131;0;0;0
413;2018-04-01 07:49:29;741;72;11.26;28169;0;0;0
414;2018-04-01 07:49:39;637;36;52.73;28179;0;0;0
415;2018-04-01 07:49:39;899;45;121.73;28179;0;0;0
416;2018-04-01 07:50:09;637;36;45.36;28209;0;0;0
417;2018-04-01 07:50:28;971;209;42.33;28228;0;0;0
418;2018-04-01 07:51:06;782;477;42.78;28266;0;0;0
419;2018-04-01 07:51:12;97;252;16.47;28272;0;0;0
420;2018-04-01 07:51:23;799;52;38.04;28283;0;0;0
421;2018-04-01 07:54:49;794;352;59.43;28489;0;0;0
422;2018-04-01 07:55:55;824;120;66.15;28555;0;0;0
423;2018-04-01 07:56:06;578;328;154.67;28566;0;0;0
424;2018-04-01 07:57:07;246;484;85.32;28627;0;0;0
425;2018-04-01 07:57:09;942;157;66.48;28629;0;0;0
426;2018-04-01 07:57:11;464;475;104.16;28631;0;0;0
427;2018-04-01 07:58:34;94;179;74.24;28714;0;0;0
428;2018-04-01 07:58:36;255;93;93.22;28716;0;0;0
429;2018-04-01 07:58:40;419;76;2.88;28720;0;0;0
430;2018-04-01 07:58:56;409;359;50.62;28736;0;0;0
