TRANSACTION_ID;TX_DATETIME;CUSTOMER_ID;TERMINAL_ID;TX_AMOUNT;TX_TIME_SECONDS;TX_TIME_DAYS;TX_FRAUD;TX_FRAUD_SCENARIO
88;2024-12-30 04:57:04;390;29;10.27;17824;0;0;0
89;2024-12-30 05:04:21;25;17;11.32;18261;0;0;0
90;2024-12-30 05:05:03;22;99;19.85;18303;0;0;0
91;2024-12-30 05:10:17;354;55;9.21;18617;0;0;0
92;2024-12-30 05:12:10;412;167;31.76;18730;0;0;0
93;2024-12-30 05:14:01;318;292;151.11;18841;0;0;0
94;2024-12-30 05:15:50;329;114;48.95;18950;0;0;0
95;2024-12-30 05:20:20;312;235;67.41;19220;0;0;0
96;2024-12-30 05:22:02;81;138;107.43;19322;0;0;0
97;2024-12-30 05:22:31;493;70;3.04;19351;0;0;0
98;2024-12-30 05:22:46;152;244;20.26;19366;0;0;0
99;2024-12-30 05:24:21;383;237;40.85;19461;0;0;0
100;2024-12-30 05:24:27;98;6;1.0;19467;0;0;0
101;2024-12-30 05:24:52;271;206;13.55;19492;0;0;0
102;2024-12-30 05:25:26;462;157;20.98;19526;0;0;0
103;2024-12-30 05:27:57;213;19;183.17;19677;0;0;0
104;2024-12-30 05:28:34;255;93;52.18;19714;0;0;0
105;2024-12-30 05:29:59;144;230;71.77;19799;0;0;0
106;2024-12-30 05:31:21;122;52;52.13;19881;0;0;0
107;2024-12-30 05:34:23;4;53;92.78;20063;0;0;0
108;2024-12-30 05:35:24;488;46;21.67;20124;0;0;0
109;2024-12-30 05:35:26;155;214;63.52;20126;0;0;0
110;2024-12-30 05:36:35;64;117;202.06;20195;0;0;0
111;2024-12-30 05:37:16;437;231;95.42;20236;0;0;0
112;2024-12-30 05:37:44;477;267;15.14;20264;0;0;0
113;2024-12-30 05:38:09;81;166;74.98;20289;0;0;0
114;2024-12-30 05:38:56;181;285;27.11;20336;0;0;0
115;2024-12-30 05:39:05;452;113;67.81;20345;0;0;0
116;2024-12-30 05:39:13;134;29;48.95;20353;0;0;0
117;2024-12-30 05:39:28;188;62;53.29;20368;0;0;0
118;2024-12-30 05:42:54;183;47;71.08;20574;0;0;0
119;2024-12-30 05:44:42;333;235;18.6;20682;0;0;0
120;2024-12-30 05:44:48;301;289;76.03;20688;0;0;0
121;2024-12-30 05:46:20;497;65;20.09;20780;0;0;0
122;2024-12-30 05:48:31;206;6;30.82;20911;0;0;0
123;2024-12-30 05:48:39;400;208;26.82;20919;0;1;2
124;2024-12-30 05:51:21;1;5;8.04;21081;0;0;0
125;2024-12-30 05:52:07;134;87;69.6;21127;0;0;0
126;2024-12-30 05:52:41;447;296;106.35;21161;0;0;0
127;2024-12-30 05:54:41;356;26;60.93;21281;0;0;0
128;2024-12-30 05:56:18;186;284;45.49;21378;0;0;0
129;2024-12-30 05:57:53;332;125;29.44;21473;0;0;0
130;2024-12-30 05:58:33;349;124;106.9;21513;0;0;0
131;2024-12-30 05:58:56;302;213;9.51;21536;0;0;0
132;2024-12-30 05:59:48;83;201;81.39;21588;0;0;0
133;2024-12-30 06:03:34;467;62;141.51;21814;0;0;0
134;2024-12-30 06:04:32;283;233;80.67;21872;0;0;0
135;2024-12-30 06:05:30;369;76;40.76;21930;0;0;0
136;2024-12-30 06:05:50;369;121;75.23;21950;0;0;0
137;2024-12-30 06:07:01;428;53;18.17;22021;0;0;0
138;2024-12-30 06:09:35;134;278;61.88;22175;0;0;0
139;2024-12-30 06:11:21;162;35;27.48;22281;0;0;0
140;2024-12-30 06:11:25;130;255;8.48;22285;0;0;0
141;2024-12-30 06:12:17;213;25;77.05;22337;0;0;0
142;2024-12-30 06:14:07;56;45;91.18;22447;0;0;0
143;2024-12-30 06:15:10;80;161;13.67;22510;0;0;0
144;2024-12-30 06:15:46;410;3;54.62;22546;0;0;0
145;2024-12-30 06:15:53;204;22;91.29;22553;0;0;0
146;2024-12-30 06:17:09;276;200;54.71;22629;0;0;0
147;2024-12-30 06:17:41;108;77;60.15;22661;0;0;0
148;2024-12-30 06:17:42;194;162;6.66;22662;0;0;0
149;2024-12-30 06:17:45;209;35;49.82;22665;0;0;0
150;2024-12-30 06:24:01;209;109;1.73;23041;0;0;0
151;2024-12-30 06:24:11;423;265;18.33;23051;0;0;0
152;2024-12-30 06:24:15;139;3;37.24;23055;0;0;0
153;2024-12-30 06:24:17;376;56;133.32;23057;0;0;0
154;2024-12-30 06:28:24;444;246;8.45;23304;0;0;0
155;2024-12-30 06:28:58;376;137;128.74;23338;0;0;0
156;2024-12-30 06:30:33;149;4;63.51;23433;0;0;0
157;2024-12-30 06:30:52;226;155;25.85;23452;0;0;0
158;2024-12-30 06:31:20;472;73;48.56;23480;0;0;0
159;2024-12-30 06:31:49;83;205;37.92;23509;0;0;0
160;2024-12-30 06:33:41;169;151;5.37;23621;0;0;0
161;2024-12-30 06:35:11;67;152;69.62;23711;0;0;0
162;2024-12-30 06:37:26;270;5;4.99;23846;0;0;0
163;2024-12-30 06:37:41;372;134;48.65;23861;0;0;0
164;2024-12-30 06:37:44;159;13;75.4;23864;0;0;0
165;2024-12-30 06:42:38;315;142;44.09;24158;0;0;0
166;2024-12-30 06:43:11;20;134;19.43;24191;0;0;0
167;2024-12-30 06:44:24;125;134;63.89;24264;0;0;0
168;2024-12-30 06:45:08;171;78;94.29;24308;0;0;0
169;2024-12-30 06:45:10;68;168;29.71;24310;0;0;0
170;2024-12-30 06:45:51;308;22;6.03;24351;0;0;0
171;2024-12-30 06:46:52;386;234;77.16;24412;0;0;0
172;2024-12-30 06:48:20;359;285;64.35;24500;0;0;0
173;2024-12-30 06:49:21;343;218;36.31;24561;0;0;0
174;2024-12-30 06:50:50;23;294;20.74;24650;0;0;0
175;2024-12-30 06:52:14;202;266;43.6;24734;0;0;0
176;2024-12-30 06:52:58;388;217;16.7;24778;0;0;0
177;2024-12-30 06:53:47;331;150;125.52;24827;0;0;0
178;2024-12-30 06:54:28;37;179;39.03;24868;0;0;0
179;2024-12-30 06:55:13;161;147;93.85;24913;0;0;0
180;2024-12-30 06:55:58;427;240;35.77;24958;0;0;0
181;2024-12-30 06:57:01;188;34;29.95;25021;0;0;0
182;2024-12-30 06:57:16;23;111;40.75;25036;0;0;0
183;2024-12-30 06:58:51;460;99;17.85;25131;0;0;0
184;2024-12-30 07:00:09;401;249;70.03;25209;0;0;0
185;2024-12-30 07:00:55;160;155;125.62;25255;0;0;0
186;2024-12-30 07:01:13;411;140;46.1;25273;0;0;0
187;2024-12-30 07:02:14;114;284;99.73;25334;0;0;0
188;2024-12-30 07:02:43;53;189;5.67;25363;0;0;0
189;2024-12-30 07:06:48;379;130;52.76;25608;0;0;0
190;2024-12-30 07:09:27;284;20;39.69;25767;0;0;0
191;2024-12-30 07:12:40;241;176;29.88;25960;0;0;0
192;2024-12-30 07:12:52;37;10;28.51;25972;0;0;0
193;2024-12-30 07:14:35;131;187;60.98;26075;0;0;0
194;2024-12-30 07:14:36;389;123;96.55;26076;0;0;0
195;2024-12-30 07:19:05;0;164;123.59;26345;0;0;0
196;2024-12-30 07:19:22;407;206;30.73;26362;0;0;0
197;2024-12-30 07:19:58;69;69;103.2;26398;0;0;0
198;2024-12-30 07:22:06;65;161;4.78;26526;0;0;0
199;2024-12-30 07:22:48;74;14;95.15;26568;0;0;0
200;2024-12-30 07:24:01;365;248;72.96;26641;0;0;0
201;2024-12-30 07:24:08;188;62;10.31;26648;0;0;0
202;2024-12-30 07:24:36;115;138;52.9;26676;0;0;0
203;2024-12-30 07:26:22;154;29;14.88;26782;0;0;0
204;2024-12-30 07:26:57;465;35;32.76;26817;0;0;0
205;2024-12-30 07:27:15;264;198;81.91;26835;0;0;0
206;2024-12-30 07:27:35;465;35;60.41;26855;0;0;0
207;2024-12-30 07:28:08;32;141;69.86;26888;0;0;0
208;2024-12-30 07:30:04;58;262;24.62;27004;0;0;0
209;2024-12-30 07:30:37;483;126;19.86;27037;0;0;0
210;2024-12-30 07:32:02;371;65;53.69;27122;0;0;0
211;2024-12-30 07:32:29;193;224;83.4;27149;0;0;0
212;2024-12-30 07:32:36;1;8;36.12;27156;0;0;0
213;2024-12-30 07:32:39;35;51;63.17;27159;0;0;0
214;2024-12-30 07:32:40;177;230;37.16;27160;0;0;0
215;2024-12-30 07:34:16;249;43;14.64;27256;0;0;0
216;2024-12-30 07:35:14;26;166;80.31;27314;0;0;0
217;2024-12-30 07:35:46;131;123;32.13;27346;0;0;0
218;2024-12-30 07:35:58;315;295;53.19;27358;0;0;0
219;2024-12-30 07:36:05;164;70;38.25;27365;0;0;0
220;2024-12-30 07:36:45;249;285;24.16;27405;0;0;0
221;2024-12-30 07:37:21;340;175;26.9;27441;0;0;0
222;2024-12-30 07:37:57;271;169;18.49;27477;0;0;0
223;2024-12-30 07:39:08;228;265;100.46;27548;0;0;0
224;2024-12-30 07:39:53;212;190;70.34;27593;0;0;0
225;2024-12-30 07:40:55;439;140;9.04;27655;0;0;0
226;2024-12-30 07:42:28;314;139;101.5;27748;0;0;0
227;2024-12-30 07:43:26;174;2;55.04;27806;0;0;0
228;2024-12-30 07:44:55;171;225;111.69;27895;0;0;0
229;2024-12-30 07:47:43;254;258;81.05;28063;0;0;0
230;2024-12-30 07:48:51;38;172;29.12;28131;0;0;0
231;2024-12-30 07:51:12;97;136;16.47;28272;0;0;0
232;2024-12-30 07:57:07;246;208;85.32;28627;0;1;2
233;2024-12-30 07:57:11;464;115;104.16;28631;0;0;0
234;2024-12-30 07:58:34;94;223;74.24;28714;0;0;0
235;2024-12-30 07:58:36;255;73;93.22;28716;0;0;0
236;2024-12-30 07:58:40;419;254;2.88;28720;0;0;0
237;2024-12-30 07:58:56;409;262;50.62;28736;0;0;0
238;2024-12-30 07:59:16;450;76;154.28;28756;0;0;0
239;2024-12-30 08:00:47;117;132;65.02;28847;0;0;0
240;2024-12-30 08:00:48;454;74;63.35;28848;0;0;0
241;2024-12-30 08:02:41;152;264;44.56;28961;0;0;0
242;2024-12-30 08:04:30;499;133;82.3;29070;0;0;0
243;2024-12-30 08:05:18;471;218;21.48;29118;0;0;0
244;2024-12-30 08:05:23;165;119;11.28;29123;0;0;0
245;2024-12-30 08:06:31;429;6;25.26;29191;0;0;0
246;2024-12-30 08:06:44;354;297;21.65;29204;0;0;0
247;2024-12-30 08:06:51;112;248;28.69;29211;0;0;0
248;2024-12-30 08:08:29;240;288;21.59;29309;0;0;0
249;2024-12-30 08:09:22;114;220;81.33;29362;0;0;0
250;2024-12-30 08:09:41;342;131;4.99;29381;0;0;0
251;2024-12-30 08:10:09;497;94;0.89;29409;0;0;0
252;2024-12-30 08:11:47;40;257;107.77;29507;0;0;0
253;2024-12-30 08:12:38;131;204;94.2;29558;0;0;0
254;2024-12-30 08:12:41;97;154;5.62;29561;0;0;0
255;2024-12-30 08:13:10;270;119;6.14;29590;0;0;0
256;2024-12-30 08:15:05;107;116;11.62;29705;0;0;0
257;2024-12-30 08:15:12;403;135;59.02;29712;0;0;0
258;2024-12-30 08:18:30;149;50;23.78;29910;0;0;0
259;2024-12-30 08:18:37;37;179;22.16;29917;0;0;0
260;2024-12-30 08:19:35;134;270;54.06;29975;0;0;0
261;2024-12-30 08:23:07;77;174;120.35;30187;0;0;0
262;2024-12-30 08:24:05;4;57;102.55;30245;0;0;0
263;2024-12-30 08:24:12;454;66;135.41;30252;0;0;0
264;2024-12-30 08:26:01;323;178;9.54;30361;0;0;0
265;2024-12-30 08:26:50;247;21;9.94;30410;0;0;0
266;2024-12-30 08:27:34;388;217;31.96;30454;0;0;0
267;2024-12-30 08:28:32;294;47;102.93;30512;0;0;0
268;2024-12-30 08:29:06;129;3;50.79;30546;0;0;0
269;2024-12-30 08:29:16;45;172;58.7;30556;0;0;0
270;2024-12-30 08:29:40;154;87;33.77;30580;0;0;0
271;2024-12-30 08:30:33;298;3;39.9;30633;0;0;0
272;2024-12-30 08:32:11;140;59;84.69;30731;0;0;0
273;2024-12-30 08:33:01;50;77;10.95;30781;0;0;0
274;2024-12-30 08:33:07;20;134;6.46;30787;0;0;0
275;2024-12-30 08:34:01;98;168;7.18;30841;0;0;0
276;2024-12-30 08:34:56;186;262;97.21;30896;0;0;0
277;2024-12-30 08:35:34;134;144;94.76;30934;0;0;0
278;2024-12-30 08:36:33;213;19;82.21;30993;0;0;0
279;2024-12-30 08:37:21;104;2;23.38;31041;0;0;0
280;2024-12-30 08:37:42;4;19;139.97;31062;0;0;0
281;2024-12-30 08:38:01;474;238;5.55;31081;0;0;0
282;2024-12-30 08:38:13;275;240;30.32;31093;0;0;0
283;2024-12-30 08:38:26;337;198;34.62;31106;0;0;0
284;2024-12-30 08:38:34;88;190;41.52;31114;0;0;0
285;2024-12-30 08:39:52;311;169;8.22;31192;0;0;0
286;2024-12-30 08:40:46;478;153;29.12;31246;0;0;0
287;2024-12-30 08:41:10;244;244;9.42;31270;0;0;0
288;2024-12-30 08:41:57;198;262;170.62;31317;0;0;0
289;2024-12-30 08:42:10;154;164;56.82;31330;0;0;0
290;2024-12-30 08:42:57;97;177;4.78;31377;0;0;0
291;2024-12-30 08:43:05;36;175;8.94;31385;0;0;0
292;2024-12-30 08:43:05;405;3;43.8;31385;0;0;0
293;2024-12-30 08:43:16;36;131;5.1;31396;0;0;0
294;2024-12-30 08:44:05;195;107;26.48;31445;0;0;0
295;2024-12-30 08:45:33;180;54;7.19;31533;0;0;0
296;2024-12-30 08:46:17;323;68;8.33;31577;0;0;0
297;2024-12-30 08:47:15;83;19;82.71;31635;0;0;0
298;2024-12-30 08:47:32;421;176;40.27;31652;0;0;0
299;2024-12-30 08:47:36;100;112;10.61;31656;0;0;0
300;2024-12-30 08:47:44;290;279;40.0;31664;0;0;0
301;2024-12-30 08:48:33;155;139;42.78;31713;0;0;0
302;2024-12-30 08:48:42;121;78;32.26;31722;0;0;0
303;2024-12-30 08:52:57;27;42;23.56;31977;0;0;0
304;2024-12-30 08:53:49;292;58;74.7;32029;0;0;0
305;2024-12-30 08:55:19;199;153;33.04;32119;0;0;0
306;2024-12-30 08:58:02;27;6;58.37;32282;0;0;0
307;2024-12-30 08:59:11;79;46;128.94;32351;0;0;0
308;2024-12-30 08:59:25;418;138;92.99;32365;0;0;0
309;2024-12-30 08:59:59;365;248;4.42;32399;0;0;0
310;2024-12-30 09:01:13;403;264;112.61;32473;0;0;0
311;2024-12-30 09:01:38;228;149;78.22;32498;0;0;0
312;2024-12-30 09:01:40;302;111;8.59;32500;0;0;0
313;2024-12-30 09:07:37;311;48;75.15;32857;0;0;0
314;2024-12-30 09:08:21;17;219;101.89;32901;0;0;0
315;2024-12-30 09:09:05;293;190;64.12;32945;0;0;0
316;2024-12-30 09:13:37;211;119;109.5;33217;0;0;0
317;2024-12-30 09:13:49;314;5;98.0;33229;0;0;0
318;2024-12-30 09:13:50;136;237;56.54;33230;0;0;0
319;2024-12-30 09:14:41;92;286;100.39;33281;0;0;0
320;2024-12-30 09:16:29;424;205;80.32;33389;0;0;0
321;2024-12-30 09:17:57;474;18;12.13;33477;0;0;0
322;2024-12-30 09:18:54;380;197;4.71;33534;0;0;0
323;2024-12-30 09:19:08;378;4;74.31;33548;0;0;0
324;2024-12-30 09:20:39;382;112;1.21;33639;0;0;0
325;2024-12-30 09:20:51;304;106;59.32;33651;0;0;0
326;2024-12-30 09:21:46;452;113;69.62;33706;0;0;0
327;2024-12-30 09:21:53;441;108;103.71;33713;0;0;0
328;2024-12-30 09:23:09;149;4;32.07;33789;0;0;0
329;2024-12-30 09:23:27;279;220;48.45;33807;0;0;0
330;2024-12-30 09:24:07;302;230;5.94;33847;0;0;0
331;2024-12-30 09:27:15;499;268;66.47;34035;0;0;0
332;2024-12-30 09:28:25;102;284;7.85;34105;0;0;0
333;2024-12-30 09:28:41;389;298;58.43;34121;0;0;0
334;2024-12-30 09:29:02;82;138;27.86;34142;0;0;0
335;2024-12-30 09:30:04;270;295;13.56;34204;0;0;0
336;2024-12-30 09:30:38;359;247;60.17;34238;0;0;0
337;2024-12-30 09:31:54;71;156;122.32;34314;0;0;0
338;2024-12-30 09:33:20;74;45;54.65;34400;0;0;0
339;2024-12-30 09:33:40;467;62;53.6;34420;0;0;0
340;2024-12-30 09:34:17;444;246;17.95;34457;0;0;0
341;2024-12-30 09:34:24;266;28;2.32;34464;0;0;0
342;2024-12-30 09:34:30;162;290;74.15;34470;0;0;0
343;2024-12-30 09:35:08;164;27;53.71;34508;0;0;0
344;2024-12-30 09:35:29;478;26;36.65;34529;0;0;0
345;2024-12-30 09:35:42;413;288;158.55;34542;0;0;0
346;2024-12-30 09:37:52;275;85;25.77;34672;0;0;0
347;2024-12-30 09:38:10;107;273;14.59;34690;0;0;0
348;2024-12-30 09:40:33;4;53;16.39;34833;0;0;0
349;2024-12-30 09:41:15;407;175;27.22;34875;0;0;0
350;2024-12-30 09:43:13;380;127;93.78;34993;0;0;0
351;2024-12-30 09:43:20;360;28;39.61;35000;0;0;0
352;2024-12-30 09:43:44;134;278;94.54;35024;0;0;0
353;2024-12-30 09:45:39;213;19;51.72;35139;0;0;0
354;2024-12-30 09:45:42;162;218;56.53;35142;0;0;0
355;2024-12-30 09:46:10;264;294;179.4;35170;0;0;0
356;2024-12-30 09:46:19;246;181;3.26;35179;0;0;0
357;2024-12-30 09:47:47;300;126;144.97;35267;0;0;0
358;2024-12-30 09:48:17;310;153;88.55;35297;0;0;0
359;2024-12-30 09:48:41;452;285;53.4;35321;0;0;0
360;2024-12-30 09:49:23;418;138;134.53;35363;0;0;0
361;2024-12-30 09:50:18;237;175;30.37;35418;0;0;0
362;2024-12-30 09:53:51;181;247;58.25;35631;0;0;0
363;2024-12-30 09:55:26;356;229;66.72;35726;0;0;0
364;2024-12-30 09:55:33;281;54;64.65;35733;0;0;0
365;2024-12-30 09:56:05;88;46;76.27;35765;0;0;0
366;2024-12-30 09:58:31;409;262;82.84;35911;0;0;0
367;2024-12-30 09:58:47;191;170;76.21;35927;0;0;0
368;2024-12-30 10:00:20;350;134;25.25;36020;0;0;0
369;2024-12-30 10:00:42;209;35;36.47;36042;0;0;0
370;2024-12-30 10:01:32;370;61;10.49;36092;0;0;0
371;2024-12-30 10:01:54;267;35;4.88;36114;0;0;0
372;2024-12-30 10:02:01;288;231;142.0;36121;0;0;0
373;2024-12-30 10:06:17;267;35;6.32;36377;0;0;0
374;2024-12-30 10:07:49;390;227;12.75;36469;0;0;0
375;2024-12-30 10:08:04;370;277;2.68;36484;0;0;0
376;2024-12-30 10:08:19;36;39;15.2;36499;0;0;0
377;2024-12-30 10:10:35;293;190;87.22;36635;0;0;0
378;2024-12-30 10:11:37;483;240;18.83;36697;0;0;0
379;2024-12-30 10:12:14;437;110;68.87;36734;0;0;0
380;2024-12-30 10:12:17;416;86;28.41;36737;0;0;0
381;2024-12-30 10:12:37;421;192;14.33;36757;0;0;0
382;2024-12-30 10:15:13;404;35;28.45;36913;0;0;0
383;2024-12-30 10:15:55;223;199;56.43;36955;0;0;0
384;2024-12-30 10:15:59;432;22;17.79;36959;0;0;0
385;2024-12-30 10:17:15;154;87;68.8;37035;0;0;0
386;2024-12-30 10:17:55;440;21;17.34;37075;0;0;0
387;2024-12-30 10:18:04;89;95;43.16;37084;0;0;0
388;2024-12-30 10:20:55;38;78;27.83;37255;0;0;0
389;2024-12-30 10:21:09;187;100;55.5;37269;0;0;0
390;2024-12-30 10:22:02;369;184;43.37;37322;0;0;0
391;2024-12-30 10:24:08;62;166;60.57;37448;0;0;0
392;2024-12-30 10:25:32;298;3;31.38;37532;0;0;0
393;2024-12-30 10:26:14;314;0;37.87;37574;0;0;0
394;2024-12-30 10:26:46;29;122;157.87;37606;0;0;0
395;2024-12-30 10:27:03;356;176;121.68;37623;0;0;0
396;2024-12-30 10:27:20;139;157;57.4;37640;0;0;0
397;2024-12-30 10:27:53;261;15;31.2;37673;0;0;0
398;2024-12-30 10:28:10;27;14;40.56;37690;0;0;0
399;2024-12-30 10:28:45;448;19;51.33;37725;0;0;0
400;2024-12-30 10:29:06;117;132;57.26;37746;0;0;0
401;2024-12-30 10:29:45;41;261;6.43;37785;0;0;0
402;2024-12-30 10:29:48;466;192;33.23;37788;0;0;0
403;2024-12-30 10:30:37;155;214;100.51;37837;0;0;0
404;2024-12-30 10:31:24;194;190;112.16;37884;0;0;0
405;2024-12-30 10:31:57;129;192;28.3;37917;0;0;0
406;2024-12-30 10:32:11;407;69;2.79;37931;0;0;0
407;2024-12-30 10:32:38;111;138;10.24;37958;0;0;0
408;2024-12-30 10:33:49;162;281;30.78;38029;0;0;0
409;2024-12-30 10:33:59;54;134;61.18;38039;0;0;0
410;2024-12-30 10:36:59;349;124;112.88;38219;0;0;0
411;2024-12-30 10:38:12;249;202;5.49;38292;0;0;0
412;2024-12-30 10:40:52;27;6;35.36;38452;0;0;0
413;2024-12-30 10:41:00;346;216;22.63;38460;0;0;0
414;2024-12-30 10:41:30;333;228;55.55;38490;0;0;0
415;2024-12-30 10:42:24;245;69;103.97;38544;0;0;0
416;2024-12-30 10:42:42;100;247;15.97;38562;0;0;0
417;2024-12-30 10:43:18;323;232;3.39;38598;0;0;0
418;2024-12-30 10:43:23;323;292;4.68;38603;0;0;0
419;2024-12-30 10:43:42;26;93;69.57;38622;0;0;0
420;2024-12-30 10:44:38;432;152;14.86;38678;0;0;0
421;2024-12-30 10:45:05;69;20;47.95;38705;0;0;0
422;2024-12-30 10:46:04;314;5;84.44;38764;0;0;0
423;2024-12-30 10:46:37;352;52;27.48;38797;0;0;0
424;2024-12-30 10:46:51;22;94;39.49;38811;0;0;0
425;2024-12-30 10:47:41;418;138;39.17;38861;0;0;0
426;2024-12-30 10:53:41;92;182;63.07;39221;0;0;0
427;2024-12-30 10:54:21;367;18;2.34;39261;0;0;0
428;2024-12-30 10:55:13;365;261;65.76;39313;0;0;0
429;2024-12-30 10:55:58;38;172;13.64;39358;0;0;0
430;2024-12-30 10:56:16;235;224;15.29;39376;0;0;0
